Subject_ID,Session,Block_Type,Trial_Num,Stimulus,Angle,Mirror_Condition,SOA,Response_Key,ACC,RT,Flag,Early_Key,Repeated_Trial,Practice_Round,Timestamp
L,1,N,38,R,180,Normal,,f,0,746.0,0,0,0,,2026-05-12T10:04:54.436Z
L,1,N,39,R,120,Backward,,f,1,1098.0,0,0,0,,2026-05-12T10:04:57.271Z
L,1,N,40,G,180,Normal,,j,1,1763.0,0,0,0,,2026-05-12T10:05:00.754Z
L,1,N,42,G,300,Backward,,f,1,1688.0,0,0,0,,2026-05-12T10:05:07.479Z
L,1,N,44,J,120,Backward,,j,0,1372.0,0,0,0,,2026-05-12T10:05:12.979Z
L,1,N,45,R,0,Normal,,j,1,1223.0,0,0,0,,2026-05-12T10:05:15.930Z
L,1,N,46,G,0,Normal,,j,1,699.0,0,0,0,,2026-05-12T10:05:18.354Z
L,1,N,48,R,300,Normal,,j,1,601.0,0,0,0,,2026-05-12T10:05:23.323Z
L,1,N,49,J,0,Backward,,f,1,2185.0,0,0,0,,2026-05-12T10:05:27.244Z
L,1,N,51,R,120,Normal,,j,1,770.0,0,0,0,,2026-05-12T10:05:32.026Z
L,1,N,52,R,180,Backward,,f,1,1376.0,0,0,0,,2026-05-12T10:05:35.134Z
L,1,N,53,G,120,Normal,,j,1,893.0,0,0,0,,2026-05-12T10:05:37.751Z
L,1,N,58,J,60,Normal,,j,1,1108.0,0,0,0,,2026-05-12T10:05:50.884Z
L,1,N,59,J,180,Normal,,j,1,947.0,0,0,0,,2026-05-12T10:05:53.554Z
L,1,N,62,R,240,Backward,,f,1,707.0,0,0,0,,2026-05-12T10:06:00.863Z
L,1,N,67,G,300,Normal,,j,1,821.0,0,0,0,,2026-05-12T10:06:13.727Z
L,1,N,71,J,240,Normal,,j,1,697.0,0,0,0,,2026-05-12T10:06:24.554Z
L,1,N,72,G,120,Backward,,f,1,1786.0,0,0,0,,2026-05-12T10:06:28.075Z
L,1,I,3,G,180,Normal,,j,1,1171.0,0,0,0,,2026-05-12T10:06:47.451Z
L,1,I,5,R,60,Backward,,f,1,594.0,0,0,0,,2026-05-12T10:06:56.825Z
L,1,I,6,R,120,Backward,,f,1,662.0,0,0,0,,2026-05-12T10:07:01.627Z
L,1,I,8,J,180,Backward,,j,0,686.7000000476837,1,1,1,,2026-05-12T10:07:08.876Z
L,1,I,10,R,0,Backward,,f,1,537.0,0,0,0,,2026-05-12T10:07:19.418Z
L,1,I,11,R,0,Normal,,f,0,419.0,0,0,0,,2026-05-12T10:07:23.985Z
L,1,I,12,J,60,Normal,,j,1,565.0,0,0,0,,2026-05-12T10:07:28.698Z
L,1,I,13,J,300,Normal,,j,1,587.0,0,0,0,,2026-05-12T10:07:33.451Z
L,1,I,14,R,120,Normal,,j,1,1201.0,0,0,0,,2026-05-12T10:07:38.800Z
L,1,I,16,G,240,Normal,,j,1,1197.0,0,0,0,,2026-05-12T10:07:48.895Z
L,1,I,18,G,120,Normal,,j,1,1326.0,0,0,0,,2026-05-12T10:07:59.874Z
L,1,I,20,J,300,Backward,,f,1,864.0,0,0,0,,2026-05-12T10:08:10.078Z
L,1,I,21,J,240,Backward,,f,1,962.0,0,0,0,,2026-05-12T10:08:15.193Z
L,1,I,22,G,300,Normal,,j,1,811.0,0,0,0,,2026-05-12T10:08:20.160Z
L,1,I,23,R,240,Normal,,j,1,718.0,0,0,0,,2026-05-12T10:08:25.035Z
L,1,I,24,R,300,Normal,,j,1,502.0,0,0,0,,2026-05-12T10:08:29.680Z
L,1,I,25,G,240,Backward,,f,1,802.0,0,0,0,,2026-05-12T10:08:34.633Z
L,1,I,27,R,300,Backward,,f,1,638.0,0,0,0,,2026-05-12T10:08:44.604Z
L,1,I,28,G,0,Normal,,j,1,498.0,0,0,0,,2026-05-12T10:08:49.250Z
L,1,I,29,J,180,Normal,,j,1,1069.0,0,0,0,,2026-05-12T10:08:54.451Z
L,1,I,30,J,120,Backward,,f,1,892.0,0,0,0,,2026-05-12T10:08:59.473Z
L,1,I,33,R,180,Backward,,f,1,1459.0,0,0,0,,2026-05-12T10:09:08.108Z
L,1,I,38,J,120,Normal,,j,1,642.0,0,0,0,,2026-05-12T10:09:34.341Z
L,1,I,39,G,300,Backward,,f,1,1072.0,0,0,0,,2026-05-12T10:09:39.538Z
L,1,I,40,J,60,Backward,,f,1,635.0,0,0,0,,2026-05-12T10:09:44.334Z
L,1,I,41,R,180,Normal,,j,1,1309.0,0,0,0,,2026-05-12T10:09:49.775Z
L,1,I,42,R,240,Backward,,f,1,630.0,0,0,0,,2026-05-12T10:09:54.527Z
L,1,I,45,J,0,Backward,,f,1,609.0,0,0,0,,2026-05-12T10:10:08.908Z
L,1,I,46,G,120,Backward,,f,1,1208.0,0,0,0,,2026-05-12T10:10:14.259Z
L,1,I,49,G,60,Backward,,f,1,670.0,0,0,0,,2026-05-12T10:10:28.851Z
L,1,I,57,G,180,Backward,,f,1,1100.0,0,0,0,,2026-05-12T10:11:08.312Z
L,1,I,63,G,60,Normal,,j,1,687.0,0,0,0,,2026-05-12T10:11:38.169Z
L,1,I,64,R,60,Normal,,j,1,1517.0,0,0,0,,2026-05-12T10:11:43.845Z
L,1,I,65,J,0,Normal,,j,1,419.0,0,0,0,,2026-05-12T10:11:48.413Z
L,1,I,69,J,240,Normal,,j,1,556.0,0,0,0,,2026-05-12T10:12:07.155Z
L,1,I,71,G,0,Backward,,f,1,957.0,0,0,0,,2026-05-12T10:12:16.856Z
L,1,I,74,J,180,Backward,,f,1,1091.0,0,0,0,,2026-05-12T10:12:32.303Z
L,1,O,5,R,0,Backward,,f,1,692.0,0,0,0,,2026-05-12T10:15:27.695Z
L,1,O,7,R,180,Normal,,f,0,1784.0,0,0,0,,2026-05-12T10:15:34.851Z
L,1,O,9,J,300,Backward,,f,1,975.0,0,0,0,,2026-05-12T10:15:40.728Z
L,1,O,12,J,300,Normal,,j,1,704.0,0,0,0,,2026-05-12T10:15:50.837Z
L,1,O,13,R,60,Normal,,j,1,809.0,0,0,0,,2026-05-12T10:15:53.796Z
L,1,O,14,R,0,Normal,,j,1,690.0,0,0,0,,2026-05-12T10:15:56.624Z
L,1,O,15,G,0,Backward,,f,1,530.0,0,0,0,,2026-05-12T10:15:59.279Z
L,1,O,16,J,120,Backward,,f,1,1415.0,0,0,0,,2026-05-12T10:16:02.832Z
L,1,O,17,G,60,Backward,,f,1,1445.0,0,0,0,,2026-05-12T10:16:06.414Z
L,1,O,22,G,240,Normal,,j,1,1134.0,0,0,0,,2026-05-12T10:16:22.783Z
L,1,O,24,G,300,Backward,,f,1,627.0,0,0,0,,2026-05-12T10:16:28.327Z
L,1,O,25,G,240,Backward,,f,1,1396.0,0,0,0,,2026-05-12T10:16:31.862Z
L,1,O,27,G,180,Backward,,j,0,2120.0,0,0,0,,2026-05-12T10:16:39.403Z
L,1,O,28,R,180,Backward,,f,1,1875.0,0,0,0,,2026-05-12T10:16:43.427Z
L,1,O,30,R,240,Backward,,f,1,964.0,0,0,0,,2026-05-12T10:16:49.448Z
L,1,O,31,G,0,Normal,,j,1,785.0,0,0,0,,2026-05-12T10:16:52.370Z
L,1,O,32,R,120,Backward,,f,1,1052.0,0,0,0,,2026-05-12T10:16:55.552Z
L,1,O,36,J,60,Normal,,j,1,1562.0,0,0,0,,2026-05-12T10:17:07.531Z
L,1,O,37,R,60,Backward,,f,1,783.0,0,0,0,,2026-05-12T10:17:10.453Z
L,1,O,40,R,120,Normal,,j,1,794.0,0,0,0,,2026-05-12T10:17:19.211Z
L,1,O,42,R,300,Normal,,j,1,645.0,0,0,0,,2026-05-12T10:17:25.046Z
L,1,O,45,G,120,Backward,,f,1,1332.0,0,0,0,,2026-05-12T10:17:33.916Z
L,1,O,46,G,120,Normal,,j,1,773.0,0,0,0,,2026-05-12T10:17:36.824Z
L,1,O,47,J,0,Backward,,f,1,1539.0,0,0,0,,2026-05-12T10:17:40.490Z
L,1,O,48,J,0,Normal,,j,1,438.0,0,0,0,,2026-05-12T10:17:43.056Z
L,1,O,50,J,120,Normal,,j,1,1342.0,0,0,0,,2026-05-12T10:17:49.459Z
L,1,O,52,J,240,Normal,,j,1,1084.0,0,0,0,,2026-05-12T10:17:55.635Z
L,1,O,54,J,60,Backward,,f,1,976.0,0,0,0,,2026-05-12T10:18:01.561Z
L,1,O,56,J,180,Backward,,j,0,2416.0,0,0,0,,2026-05-12T10:18:09.052Z
L,1,O,57,R,300,Backward,,f,1,1536.0,0,0,0,,2026-05-12T10:18:12.720Z
L,1,O,63,J,240,Backward,,f,1,1487.0,0,0,0,,2026-05-12T10:18:35.936Z
L,1,O,68,J,180,Normal,,j,1,1055.0,0,0,0,,2026-05-12T10:18:51.652Z
L,1,O,69,G,180,Normal,,j,1,1780.0,0,0,0,,2026-05-12T10:18:55.561Z
L,1,O,70,G,300,Normal,,j,1,985.0,0,0,0,,2026-05-12T10:18:58.683Z
L,1,O,71,G,60,Normal,,j,1,960.0,0,0,0,,2026-05-12T10:19:01.776Z
L,1,O,72,R,240,Normal,,j,1,1323.0,0,0,0,,2026-05-12T10:19:05.238Z
L,1,B,1,J,60,Normal,400.0,j,1,608.0,0,0,0,,2026-05-12T10:23:54.372Z
L,1,B,2,G,60,Backward,1000.0,f,1,410.0,0,0,0,,2026-05-12T10:23:59.951Z
L,1,B,4,R,60,Normal,100.0,j,1,560.0,0,0,0,,2026-05-12T10:24:09.846Z
L,1,B,6,J,0,Normal,400.0,j,1,433.0,0,0,0,,2026-05-12T10:24:20.811Z
L,1,B,10,R,0,Normal,400.0,j,1,430.0,0,0,0,,2026-05-12T10:24:42.078Z
L,1,B,13,J,0,Normal,1000.0,j,1,431.0,0,0,0,,2026-05-12T10:24:57.690Z
L,1,B,14,G,0,Normal,100.0,j,1,491.0,0,0,0,,2026-05-12T10:25:02.425Z
L,1,B,16,R,240,Normal,100.0,j,1,795.0,0,0,0,,2026-05-12T10:25:12.298Z
L,1,B,17,R,180,Backward,400.0,f,1,873.0,0,0,0,,2026-05-12T10:25:17.721Z
L,1,B,21,J,240,Backward,1000.0,f,1,1251.0,0,0,0,,2026-05-12T10:25:38.825Z
L,1,B,22,J,300,Backward,1000.0,f,1,604.0,0,0,0,,2026-05-12T10:25:44.593Z
L,1,B,24,J,0,Normal,100.0,j,1,511.0,0,0,0,,2026-05-12T10:25:56.383Z
L,1,B,25,G,60,Normal,100.0,j,1,735.0,0,0,0,,2026-05-12T10:26:01.370Z
L,1,B,27,R,120,Backward,400.0,f,1,626.0,0,0,0,,2026-05-12T10:26:12.255Z
L,1,B,28,J,120,Normal,400.0,j,1,1029.0,0,0,0,,2026-05-12T10:26:17.827Z
L,1,B,29,R,60,Backward,400.0,f,1,563.0,0,0,0,,2026-05-12T10:26:22.957Z
L,1,B,31,G,120,Backward,100.0,f,1,705.0,0,0,0,,2026-05-12T10:26:33.072Z
L,1,B,33,G,180,Backward,100.0,f,1,2010.0,0,0,0,,2026-05-12T10:26:45.762Z
L,1,B,36,R,300,Normal,100.0,j,1,644.0,0,0,0,,2026-05-12T10:27:00.628Z
L,1,B,41,G,300,Normal,100.0,j,1,589.0,0,0,0,,2026-05-12T10:27:27.889Z
L,1,B,45,G,180,Normal,400.0,j,1,1081.0,0,0,0,,2026-05-12T10:27:50.078Z
L,1,B,46,G,60,Normal,400.0,j,1,568.0,0,0,0,,2026-05-12T10:27:55.197Z
L,1,B,49,J,240,Normal,100.0,j,1,684.0,0,0,0,,2026-05-12T10:28:11.253Z
L,1,B,51,R,120,Normal,400.0,j,1,1073.0,0,0,0,,2026-05-12T10:28:22.699Z
L,1,B,53,J,0,Backward,100.0,f,1,631.0,0,0,0,,2026-05-12T10:28:32.282Z
L,1,B,54,R,0,Normal,1000.0,j,1,314.0,0,0,0,,2026-05-12T10:28:37.754Z
L,1,B,57,R,0,Normal,100.0,j,1,589.0,0,0,0,,2026-05-12T10:28:52.540Z
L,1,B,63,J,180,Backward,1000.0,f,1,1454.0,0,0,0,,2026-05-12T10:29:27.889Z
L,1,B,64,J,60,Normal,1000.0,j,1,602.0,0,0,0,,2026-05-12T10:29:33.672Z
L,1,B,65,G,60,Normal,1000.0,j,1,721.0,0,0,0,,2026-05-12T10:29:39.556Z
L,1,B,70,G,0,Backward,100.0,f,1,690.0,0,0,0,,2026-05-12T10:30:05.357Z
L,1,B,71,G,240,Backward,400.0,f,1,1189.0,0,0,0,,2026-05-12T10:30:11.085Z
L,1,B,74,R,180,Normal,1000.0,j,1,703.0,0,0,0,,2026-05-12T10:30:27.072Z
L,1,B,75,G,240,Normal,100.0,j,1,786.0,0,0,0,,2026-05-12T10:30:32.104Z
L,1,B,79,R,0,Backward,1000.0,f,1,359.0,0,0,0,,2026-05-12T10:30:51.348Z
L,1,B,80,R,180,Backward,100.0,f,1,1742.0,0,0,0,,2026-05-12T10:30:57.343Z
L,1,B,82,G,300,Backward,400.0,f,1,565.0,0,0,0,,2026-05-12T10:31:08.208Z
L,1,B,83,R,240,Backward,1000.0,f,1,1030.0,0,0,0,,2026-05-12T10:31:14.399Z
L,1,B,84,J,60,Backward,100.0,f,1,961.0,0,0,0,,2026-05-12T10:31:19.627Z
L,1,B,86,J,120,Backward,400.0,f,1,962.0,0,0,0,,2026-05-12T10:31:30.772Z
L,1,B,87,G,0,Backward,1000.0,f,1,494.0,0,0,0,,2026-05-12T10:31:36.414Z
L,1,B,88,R,240,Normal,400.0,j,1,749.0,0,0,0,,2026-05-12T10:31:41.725Z
L,1,B,89,R,0,Backward,400.0,f,1,574.0,0,0,0,,2026-05-12T10:31:46.851Z
L,1,B,93,R,0,Backward,100.0,f,1,670.0,0,0,0,,2026-05-12T10:32:07.834Z
L,1,B,94,G,120,Normal,400.0,j,1,1031.0,0,0,0,,2026-05-12T10:32:13.424Z
L,1,B,96,G,0,Backward,400.0,f,1,697.0,0,0,0,,2026-05-12T10:32:24.170Z
L,1,B,99,G,300,Normal,400.0,j,1,1009.0,0,0,0,,2026-05-12T10:32:41.285Z
L,1,B,100,J,180,Normal,1000.0,j,1,1466.0,0,0,0,,2026-05-12T10:32:47.898Z
L,1,B,103,G,120,Backward,400.0,f,1,1116.0,0,0,0,,2026-05-12T10:33:04.724Z
L,1,B,104,R,60,Backward,100.0,f,1,682.0,0,0,0,,2026-05-12T10:33:09.664Z
L,1,B,105,J,60,Normal,100.0,j,1,591.0,0,0,0,,2026-05-12T10:33:14.506Z
L,1,B,106,J,60,Backward,400.0,f,1,785.0,0,0,0,,2026-05-12T10:33:19.846Z
L,1,B,108,G,240,Normal,400.0,j,1,846.0,0,0,0,,2026-05-12T10:33:30.223Z
L,1,B,109,J,120,Normal,1000.0,j,1,681.0,0,0,0,,2026-05-12T10:33:36.066Z
L,1,B,110,J,300,Normal,400.0,j,1,650.0,0,0,0,,2026-05-12T10:33:41.276Z
L,1,B,111,R,300,Normal,400.0,j,1,461.0,0,0,0,,2026-05-12T10:33:46.287Z
L,1,B,112,J,300,Backward,100.0,f,1,768.0,0,0,0,,2026-05-12T10:33:51.317Z
L,1,B,114,J,180,Normal,100.0,j,1,1209.0,0,0,0,,2026-05-12T10:34:02.375Z
L,1,B,116,G,180,Backward,1000.0,f,1,1713.0,0,0,0,,2026-05-12T10:34:14.598Z
L,1,B,117,R,120,Normal,100.0,j,1,923.0,0,0,0,,2026-05-12T10:34:19.773Z
L,1,B,124,R,300,Normal,1000.0,j,1,514.0,0,0,0,,2026-05-12T10:34:56.100Z
L,1,B,125,R,120,Normal,1000.0,j,1,510.0,0,0,0,,2026-05-12T10:35:01.764Z
L,1,B,126,R,60,Normal,400.0,j,1,367.0,0,0,0,,2026-05-12T10:35:06.676Z
L,1,B,127,G,240,Backward,100.0,f,1,1141.0,0,0,0,,2026-05-12T10:35:12.057Z
L,1,B,128,R,300,Backward,400.0,f,1,527.0,0,0,0,,2026-05-12T10:35:17.151Z
L,1,B,130,J,180,Backward,100.0,f,1,1208.0,0,0,0,,2026-05-12T10:35:28.406Z
L,1,B,131,G,0,Normal,1000.0,j,1,478.0,0,0,0,,2026-05-12T10:35:34.046Z
L,1,B,132,J,120,Backward,100.0,f,1,1250.0,0,0,0,,2026-05-12T10:35:39.551Z
L,1,B,137,R,180,Normal,100.0,j,1,944.0,0,0,0,,2026-05-12T10:36:07.143Z
L,1,B,139,R,180,Normal,400.0,j,1,759.0,0,0,0,,2026-05-12T10:36:17.702Z
L,1,B,140,R,240,Normal,1000.0,j,1,458.0,0,0,0,,2026-05-12T10:36:23.313Z
L,1,B,141,R,240,Backward,400.0,f,1,602.0,0,0,0,,2026-05-12T10:36:28.462Z
L,1,B,143,G,180,Backward,400.0,f,1,1677.0,0,0,0,,2026-05-12T10:36:39.687Z
L,1,B,145,J,300,Normal,100.0,j,1,624.0,0,0,0,,2026-05-12T10:36:50.655Z
L,1,B,146,G,240,Backward,1000.0,f,1,650.0,0,0,0,,2026-05-12T10:36:56.470Z
L,1,B,147,J,180,Normal,400.0,j,1,755.0,0,0,0,,2026-05-12T10:37:01.781Z
L,1,B,150,J,300,Normal,1000.0,j,1,524.0,0,0,0,,2026-05-12T10:37:17.895Z
L,1,B,155,J,0,Backward,1000.0,f,1,499.0,0,0,0,,2026-05-12T10:37:49.133Z
L,1,B,158,J,240,Normal,400.0,j,1,637.0,0,0,0,,2026-05-12T10:38:05.432Z
L,1,B,159,R,300,Backward,100.0,f,1,813.0,0,0,0,,2026-05-12T10:38:10.495Z
L,1,B,160,R,240,Backward,100.0,f,1,821.0,0,0,0,,2026-05-12T10:38:15.568Z
L,1,B,161,G,300,Backward,100.0,f,1,631.0,0,0,0,,2026-05-12T10:38:20.445Z
L,1,B,162,R,180,Backward,1000.0,f,1,1315.0,0,0,0,,2026-05-12T10:38:26.921Z
L,1,B,163,G,300,Normal,1000.0,j,1,692.0,0,0,0,,2026-05-12T10:38:32.773Z
L,1,B,164,G,240,Normal,1000.0,j,1,894.0,0,0,0,,2026-05-12T10:38:38.827Z
L,1,B,165,R,300,Backward,1000.0,f,1,766.0,0,0,0,,2026-05-12T10:38:44.731Z
L,1,B,168,G,120,Backward,1000.0,f,1,1075.0,0,0,0,,2026-05-12T10:39:01.610Z
L,1,B,170,J,120,Normal,100.0,j,1,894.0,0,0,0,,2026-05-12T10:39:11.876Z
L,1,B,172,J,240,Backward,100.0,f,1,732.0,0,0,0,,2026-05-12T10:39:22.578Z
L,1,B,174,J,60,Backward,1000.0,f,1,1066.0,0,0,0,,2026-05-12T10:39:34.432Z
L,1,B,175,J,300,Backward,400.0,f,1,520.0,0,0,0,,2026-05-12T10:39:39.508Z
L,1,B,179,G,120,Normal,1000.0,j,1,774.0,0,0,0,,2026-05-12T10:40:02.028Z
L,1,B,180,J,240,Backward,400.0,f,1,733.0,0,0,0,,2026-05-12T10:40:07.308Z
L,1,B,182,G,0,Normal,400.0,j,1,483.0,0,0,0,,2026-05-12T10:40:17.355Z
L,1,B,185,J,180,Backward,400.0,f,1,1039.0,0,0,0,,2026-05-12T10:40:33.364Z
L,1,B,188,J,120,Backward,1000.0,f,1,608.0,0,0,0,,2026-05-12T10:40:49.576Z
L,1,B,189,R,120,Backward,1000.0,f,1,523.0,0,0,0,,2026-05-12T10:40:55.258Z
L,1,B,193,G,120,Normal,100.0,f,0,747.0,0,0,0,,2026-05-12T10:41:15.794Z
L,1,B,200,R,60,Backward,1000.0,f,1,732.0,0,0,0,,2026-05-12T10:41:53.602Z
L,1,B,202,G,300,Backward,1000.0,j,0,859.8000000119209,1,1,1,,2026-05-12T10:42:01.874Z
L,1,B,203,R,60,Normal,1000.0,j,1,499.0,0,0,0,,2026-05-12T10:42:08.677Z
L,1,B,205,J,0,Backward,400.0,f,1,719.0,0,0,0,,2026-05-12T10:42:19.011Z
L,1,B,206,G,60,Backward,100.0,f,1,728.0,0,0,0,,2026-05-12T10:42:23.991Z
L,1,B,207,G,180,Normal,100.0,j,1,936.0,0,0,0,,2026-05-12T10:42:29.185Z
L,1,B,208,G,60,Backward,400.0,f,1,550.0,0,0,0,,2026-05-12T10:42:34.289Z
L,1,B,212,R,120,Backward,100.0,f,1,715.0,0,0,0,,2026-05-12T10:42:55.094Z
L,1,B,213,G,180,Normal,1000.0,j,1,765.0,0,0,0,,2026-05-12T10:43:01.013Z
L,1,B,214,J,240,Normal,1000.0,j,1,627.0,0,0,0,,2026-05-12T10:43:06.790Z
L,1,B,218,G,300,Backward,1000.0,f,1,498.0,0,0,0,,2026-05-12T10:43:28.578Z
L,1,C,3,J,120,Normal,,j,1,275.0,0,0,0,,2026-05-12T10:43:51.749Z
L,1,C,5,J,60,Backward,,f,1,221.0,0,0,0,,2026-05-12T10:44:00.492Z
L,1,C,6,R,0,Backward,,f,1,87.0,1,0,0,,2026-05-12T10:44:04.725Z
L,1,C,12,G,300,Backward,,f,1,110.0,1,0,0,,2026-05-12T10:44:31.217Z
L,1,C,16,R,120,Backward,,f,1,198.0,0,0,0,,2026-05-12T10:44:48.453Z
L,1,C,17,R,120,Normal,,j,1,279.0,0,0,0,,2026-05-12T10:44:52.868Z
L,1,C,18,G,60,Backward,,f,1,248.0,0,0,0,,2026-05-12T10:44:57.271Z
L,1,C,20,J,0,Backward,,f,1,130.0,1,0,0,,2026-05-12T10:45:05.887Z
L,1,C,23,R,60,Backward,,f,1,284.0,0,0,0,,2026-05-12T10:45:18.857Z
L,1,C,27,G,180,Normal,,j,1,321.0,0,0,0,,2026-05-12T10:45:35.711Z
L,1,C,28,R,180,Backward,,f,1,284.0,0,0,0,,2026-05-12T10:45:40.139Z
L,1,C,29,G,300,Normal,,j,1,246.0,0,0,0,,2026-05-12T10:45:44.531Z
L,1,C,31,G,240,Normal,,j,1,156.0,0,0,0,,2026-05-12T10:45:53.296Z
L,1,C,33,R,60,Normal,,j,1,256.0,0,0,0,,2026-05-12T10:46:02.430Z
L,1,C,34,J,240,Normal,,j,1,218.0,0,0,0,,2026-05-12T10:46:06.790Z
L,1,C,35,G,60,Normal,,j,1,275.0,0,0,0,,2026-05-12T10:46:11.214Z
L,1,C,36,J,120,Backward,,f,0,414.1999999880791,1,1,1,,2026-05-12T10:46:15.374Z
L,1,C,38,G,120,Normal,,j,1,401.0,0,0,0,,2026-05-12T10:46:24.923Z
L,1,C,40,G,180,Backward,,f,1,216.0,0,0,0,,2026-05-12T10:46:33.654Z
L,1,C,41,J,300,Backward,,f,1,212.0,0,0,0,,2026-05-12T10:46:38.016Z
L,1,C,44,R,300,Backward,,f,1,250.0,0,0,0,,2026-05-12T10:46:50.907Z
L,1,C,46,J,0,Normal,,j,1,207.0,0,0,0,,2026-05-12T10:46:59.665Z
L,1,C,52,J,240,Backward,,f,1,792.0,0,0,0,,2026-05-12T10:47:25.629Z
L,1,C,53,R,300,Normal,,j,1,216.0,0,0,0,,2026-05-12T10:47:29.987Z
L,1,C,54,R,180,Normal,,j,1,247.0,0,0,0,,2026-05-12T10:47:34.385Z
L,1,C,56,J,180,Backward,,f,1,209.0,0,0,0,,2026-05-12T10:47:43.115Z
L,1,C,57,J,60,Normal,,j,1,230.0,0,0,0,,2026-05-12T10:47:47.486Z
L,1,C,58,J,180,Normal,,j,1,238.0,0,0,0,,2026-05-12T10:47:51.877Z
L,1,C,61,R,240,Normal,,j,1,208.0,0,0,0,,2026-05-12T10:48:04.916Z
L,1,C,62,G,240,Backward,,f,1,270.0,0,0,0,,2026-05-12T10:48:09.342Z
L,1,C,64,R,240,Backward,,f,1,192.0,0,0,0,,2026-05-12T10:48:18.029Z
L,1,C,66,G,0,Normal,,j,1,204.0,0,0,0,,2026-05-12T10:48:27.594Z
L,1,C,67,G,0,Backward,,f,1,190.0,0,0,0,,2026-05-12T10:48:31.942Z
L,1,C,68,G,120,Backward,,f,1,166.0,0,0,0,,2026-05-12T10:48:36.254Z
L,1,C,69,J,300,Normal,,j,1,199.0,0,0,0,,2026-05-12T10:48:40.602Z
L,1,C,71,R,0,Normal,,j,1,146.0,1,0,0,,2026-05-12T10:48:49.286Z
L,1,C,76,J,120,Backward,,f,1,225.0,0,0,0,,2026-05-12T10:49:09.712Z
C,1,N,1,R,240,Normal,,j,1,855.0,0,0,0,,2026-05-14T10:49:37.978Z
C,1,N,5,R,300,Normal,,j,1,653.0,0,0,0,,2026-05-14T10:49:47.318Z
C,1,N,6,G,0,Normal,,j,1,494.0,0,0,0,,2026-05-14T10:49:49.534Z
C,1,N,8,R,300,Backward,,f,1,763.0,0,0,0,,2026-05-14T10:49:54.384Z
C,1,N,10,J,180,Backward,,f,1,2325.0,0,0,0,,2026-05-14T10:50:00.763Z
C,1,N,12,R,0,Normal,,j,1,523.0,0,0,0,,2026-05-14T10:50:05.544Z
C,1,N,17,J,300,Normal,,j,1,612.0,0,0,0,,2026-05-14T10:50:17.866Z
C,1,N,19,G,120,Normal,,j,1,871.0,0,0,0,,2026-05-14T10:50:22.683Z
C,1,N,21,J,60,Normal,,j,1,702.0,0,0,0,,2026-05-14T10:50:27.795Z
C,1,N,22,G,300,Backward,,f,1,785.0,0,0,0,,2026-05-14T10:50:30.306Z
C,1,N,23,J,240,Normal,,j,1,754.0,0,0,0,,2026-05-14T10:50:32.775Z
C,1,N,26,R,180,Normal,,f,0,778.0,0,0,0,,2026-05-14T10:50:40.256Z
C,1,N,30,G,300,Normal,,j,1,1049.0,0,0,0,,2026-05-14T10:50:49.778Z
C,1,N,32,R,60,Backward,,f,1,701.0,0,0,0,,2026-05-14T10:50:54.531Z
C,1,N,35,G,60,Normal,,j,1,652.0,0,0,0,,2026-05-14T10:51:01.571Z
C,1,N,36,G,240,Normal,,f,0,564.0,0,0,0,,2026-05-14T10:51:03.849Z
C,1,N,39,J,120,Normal,,j,1,781.0,0,0,0,,2026-05-14T10:51:10.949Z
C,1,N,42,R,240,Backward,,j,0,528.0,0,0,0,,2026-05-14T10:51:17.663Z
C,1,N,43,J,0,Normal,,j,1,569.0,0,0,0,,2026-05-14T10:51:19.970Z
C,1,N,44,G,180,Backward,,f,1,597.0,0,0,0,,2026-05-14T10:51:22.299Z
C,1,N,45,R,60,Normal,,j,1,515.0,0,0,0,,2026-05-14T10:51:24.532Z
C,1,N,47,J,120,Backward,,f,1,811.0,0,0,0,,2026-05-14T10:51:29.936Z
C,1,N,51,G,120,Backward,,f,1,866.0,0,0,0,,2026-05-14T10:51:39.533Z
C,1,N,53,J,240,Backward,,j,0,985.0,0,0,0,,2026-05-14T10:51:44.719Z
C,1,N,54,J,180,Normal,,j,1,1637.0,0,0,0,,2026-05-14T10:51:48.086Z
C,1,N,57,J,60,Backward,,f,1,688.0,0,0,0,,2026-05-14T10:51:55.371Z
C,1,N,58,G,240,Backward,,f,1,928.0,0,0,0,,2026-05-14T10:51:58.019Z
C,1,N,59,G,0,Backward,,f,1,824.0,0,0,0,,2026-05-14T10:52:00.567Z
C,1,N,60,G,180,Normal,,j,1,1639.0,0,0,0,,2026-05-14T10:52:03.931Z
C,1,N,61,R,120,Normal,,j,1,955.0,0,0,0,,2026-05-14T10:52:06.613Z
C,1,N,64,R,0,Backward,,f,1,664.0,0,0,0,,2026-05-14T10:52:13.727Z
C,1,N,65,J,0,Backward,,j,0,740.0,0,0,0,,2026-05-14T10:52:16.197Z
C,1,N,66,R,180,Backward,,f,1,889.0,0,0,0,,2026-05-14T10:52:18.813Z
C,1,N,69,G,60,Backward,,f,1,978.0,0,0,0,,2026-05-14T10:52:27.066Z
C,1,N,71,R,120,Backward,,f,1,879.0,0,0,0,,2026-05-14T10:52:31.894Z
C,1,N,72,J,300,Backward,,f,1,710.0,0,0,0,,2026-05-14T10:52:34.333Z
C,1,I,3,R,240,Backward,,f,1,727.0,0,0,0,,2026-05-14T10:54:59.475Z
